#,Address,Source,Live Registers,Warp Stall Sampling (All Samples),Instructions Executed,Address Space,Access Operation,Access Size,L1 Wavefronts Shared Excessive,L2 Theoretical Sectors Global Excessive,Register Dependencies,Predicate Dependencies,Uniform Register Dependencies,Uniform Predicate Dependencies
,,flash_v2_kernel
541,00007ee3 71461ec0,"      FMUL R105, R105, R69",113,293,2097152,,,,,,,,,
542,00007ee3 71461ed0,"      FMUL R108, R108, R69",113,270,2097152,,,,,,,,,
543,00007ee3 71461ee0,"      FMUL R109, R109, R69",113,247,2097152,,,,,,,,,
544,00007ee3 71461ef0,"      FMUL R112, R112, R69",113,272,2097152,,,,,,,,,
545,00007ee3 71461f00,"      FMUL R113, R113, R69",113,229,2097152,,,,,,,,,
546,00007ee3 71461f10,"      FMUL R116, R116, R69",113,271,2097152,,,,,,,,,
547,00007ee3 71461f20,"      FMUL R117, R117, R69",113,240,2097152,,,,,,,,,
548,00007ee3 71461f30,"      FMUL R90, R90, R8",113,247,2097152,,,,,,,,,
549,00007ee3 71461f40,"      FMUL R91, R91, R8",113,267,2097152,,,,,,,,,
550,00007ee3 71461f50,"      FMUL R94, R94, R8",113,243,2097152,,,,,,,,,
551,00007ee3 71461f60,"      FMUL R95, R95, R8",113,271,2097152,,,,,,,,,
552,00007ee3 71461f70,"      FMUL R98, R98, R8",113,262,2097152,,,,,,,,,
553,00007ee3 71461f80,"      FMUL R99, R99, R8",113,345,2097152,,,,,,,,,
554,00007ee3 71461f90,"      FMUL R102, R102, R8",113,251,2097152,,,,,,,,,
555,00007ee3 71461fa0,"      FMUL R103, R103, R8",113,240,2097152,,,,,,,,,
556,00007ee3 71461fb0,"      FADD R28, R27, R28",113,839,2097152,,,,,,,,,
557,00007ee3 71461fc0,"      FMUL R106, R106, R8",112,229,2097152,,,,,,,,,
558,00007ee3 71461fd0,"      FMUL R107, R107, R8",112,282,2097152,,,,,,,,,
559,00007ee3 71461fe0,"      FMUL R110, R110, R8",112,280,2097152,,,,,,,,,
560,00007ee3 71461ff0,"      FMUL R111, R111, R8",112,256,2097152,,,,,,,,,
561,00007ee3 71462000,"      FMUL R114, R114, R8",112,265,2097152,,,,,,,,,
562,00007ee3 71462010,"      FMUL R115, R115, R8",112,348,2097152,,,,,,,,,
563,00007ee3 71462020,"      FMUL R118, R118, R8",112,233,2097152,,,,,,,,,
564,00007ee3 71462030,"      FADD R9, R31, R30",113,513,2097152,,,,,,,,,
565,00007ee3 71462040,"      FMUL R119, R119, R8",111,285,2097152,,,,,,,,,
566,00007ee3 71462050,@!P0  BRA 0x7ee3714639e0,111,270,2097152,,,,,,,,,
567,00007ee3 71462060,"      UIADD3 UR6, UR13, 0xc000, URZ",111,1576,2097152,,,,,,,,,
568,00007ee3 71462070,"      F2FP.F16.F32.PACK_AB R120, R13, R120",111,255,2097152,,,,,,,,,
569,00007ee3 71462080,"      UMOV UR7, 0x40000040",110,271,2097152,,,,,,,,,
570,00007ee3 71462090,"      F2FP.F16.F32.PACK_AB R121, R32, R121",110,257,2097152,,,,,,,,,
571,00007ee3 714620a0,"      USHF.R.U32.HI UR6, URZ, 0x4, UR6",109,267,2097152,,,,,,,,,
572,00007ee3 714620b0,"      F2FP.F16.F32.PACK_AB R122, R15, R122",109,255,2097152,,,,,,,,,
573,00007ee3 714620c0,"      ELECT P1, URZ, PT",108,616,2097152,,,,,,,,,
574,00007ee3 714620d0,"      F2FP.F16.F32.PACK_AB R123, R36, R123",108,478,2097152,,,,,,,,,
575,00007ee3 714620e0,"      USGXT.U32 UR6, UR6, 0xe",107,262,2097152,,,,,,,,,
576,00007ee3 714620f0,"      F2FP.F16.F32.PACK_AB R124, R17, R124",107,243,2097152,,,,,,,,,
577,00007ee3 71462100,"      ELECT P0, URZ, PT",106,2301,2097152,,,,,,,,,
578,00007ee3 71462110,"      F2FP.F16.F32.PACK_AB R125, R35, R125",106,475,2097152,,,,,,,,,
579,00007ee3 71462120,"      UIADD3 UR14, UP0, UR6, 0x80, URZ",105,247,2097152,,,,,,,,,
580,00007ee3 71462130,"      F2FP.F16.F32.PACK_AB R126, R19, R126",105,263,2097152,,,,,,,,,
581,00007ee3 71462140,"      UIADD3 UR9, UR9, 0x1, URZ",104,232,2097152,,,,,,,,,
582,00007ee3 71462150,"      F2FP.F16.F32.PACK_AB R127, R39, R127",104,274,2097152,,,,,,,,,
583,00007ee3 71462160,"      UIADD3 UR19, UR26, UR5, URZ",103,249,2097152,,,,,,,,,
584,00007ee3 71462170,"      F2FP.F16.F32.PACK_AB R128, R21, R128",103,238,2097152,,,,,,,,,
585,00007ee3 71462180,"      FFMA R5, R8, R5, R9",102,258,2097152,,,,,,,,,
586,00007ee3 71462190,"      F2FP.F16.F32.PACK_AB R129, R43, R129",100,242,2097152,,,,,,,,,
587,00007ee3 714621a0,"      FFMA R4, R69, R4, R28",99,249,2097152,,,,,,,,,
588,00007ee3 714621b0,"      F2FP.F16.F32.PACK_AB R130, R23, R130",97,258,2097152,,,,,,,,,
589,00007ee3 714621c0,"      IMAD.MOV.U32 R9, RZ, RZ, R45",97,249,2097152,,,,,,,,,
590,00007ee3 714621d0,"      F2FP.F16.F32.PACK_AB R131, R47, R131",97,235,2097152,,,,,,,,,
591,00007ee3 714621e0,"      UMOV UR23, UR19",96,537,2097152,,,,,,,,,
592,00007ee3 714621f0,"      F2FP.F16.F32.PACK_AB R132, R25, R132",96,267,2097152,,,,,,,,,
593,00007ee3 71462200,"      F2FP.F16.F32.PACK_AB R133, R51, R133",95,1902,2097152,,,,,,,,,
594,00007ee3 71462210,"      F2FP.F16.F32.PACK_AB R134, R29, R134",94,484,2097152,,,,,,,,,
595,00007ee3 71462220,"      F2FP.F16.F32.PACK_AB R135, R55, R135",93,699,2097152,,,,,,,,,
596,00007ee3 71462230,"      F2FP.F16.F32.PACK_AB R136, R33, R136",92,492,2097152,,,,,,,,,
597,00007ee3 71462240,"      F2FP.F16.F32.PACK_AB R137, R59, R137",91,521,2097152,,,,,,,,,
598,00007ee3 71462250,"      F2FP.F16.F32.PACK_AB R138, R37, R138",90,527,2097152,,,,,,,,,
599,00007ee3 71462260,"      F2FP.F16.F32.PACK_AB R139, R63, R139",89,2198,2097152,,,,,,,,,
600,00007ee3 71462270,"      F2FP.F16.F32.PACK_AB R140, R41, R10",89,504,2097152,,,,,,,,,
601,00007ee3 71462280,"      F2FP.F16.F32.PACK_AB R141, R67, R141",88,504,2097152,,,,,,,,,
602,00007ee3 71462290,"      F2FP.F16.F32.PACK_AB R142, R49, R12",88,678,2097152,,,,,,,,,
603,00007ee3 714622a0,"      F2FP.F16.F32.PACK_AB R143, R71, R143",87,1322,2097152,,,,,,,,,
604,00007ee3 714622b0,"      F2FP.F16.F32.PACK_AB R144, R53, R14",87,1220,2097152,,,,,,,,,
605,00007ee3 714622c0,"      F2FP.F16.F32.PACK_AB R145, R75, R145",85,2464,2097152,,,,,,,,,
606,00007ee3 714622d0,"      F2FP.F16.F32.PACK_AB R146, R57, R16",85,2120,2097152,,,,,,,,,
607,00007ee3 714622e0,"      F2FP.F16.F32.PACK_AB R147, R79, R147",83,1248,2097152,,,,,,,,,
608,00007ee3 714622f0,"      F2FP.F16.F32.PACK_AB R148, R61, R18",83,822,2097152,,,,,,,,,
609,00007ee3 71462300,"      F2FP.F16.F32.PACK_AB R149, R83, R149",81,1402,2097152,,,,,,,,,
610,00007ee3 71462310,"      F2FP.F16.F32.PACK_AB R150, R65, R20",81,569,2097152,,,,,,,,,
611,00007ee3 71462320,"      F2FP.F16.F32.PACK_AB R151, R87, R151",79,1119,2097152,,,,,,,,,
612,00007ee3 71462330,"      MOV R13, UR8",79,624,2097152,,,,,,,,,
613,00007ee3 71462340,      WARPGROUP.ARRIVE,79,564,2097152,,,,,,,,,
614,00007ee3 71462350,"      MOV R8, R11",80,239,2097152,,,,,,,,,
615,00007ee3 71462360,"      ISETP.GT.AND P1, PT, R13, UR5, P1",80,563,2097152,,,,,,,,,
616,00007ee3 71462370,"      ISETP.GT.AND P0, PT, R13, UR5, P0",80,537,2097152,,,,,,,,,
617,00007ee3 71462380,"      HGMMA.64x64x16.F32 R88, R120, gdesc[UR4].tnspB, R88",80,3504,2097152,Shared,Load,,0,,,,,
618,00007ee3 71462390,"      UMOV UR6, URZ",76,280,2097152,,,,,,,,,
619,00007ee3 714623a0,"      ISETP.LT.U32.AND P1, PT, R152, 0x20, P1",76,415,2097152,,,,,,,,,
620,00007ee3 714623b0,"      UIADD3.X UR15, UR6, 0x40000040, URZ, UP0, !UPT",76,241,2097152,,,,,,,,,
621,00007ee3 714623c0,"      ISETP.LT.U32.AND P0, PT, R152, 0x20, P0",76,260,2097152,,,,,,,,,
622,00007ee3 714623d0,"      UISETP.GT.AND UP0, UPT, UR9, 0x2, UPT",76,286,2097152,,,,,,,,,
623,00007ee3 714623e0,"      UIADD3.64 UR6, UR14, 0x80, URZ",76,731,2097152,,,,,,,,,
624,00007ee3 714623f0,"      USEL UR9, UR9, URZ, !UP0",76,538,2097152,,,,,,,,,
625,00007ee3 71462400,"      ULEA UR16, UR9, UR25, 0xe",76,1060,2097152,,,,,,,,,
626,00007ee3 71462410,"@P1   IADD3 R12, P3, R2, 0x1b0, RZ",76,1006,2097152,,,,,,,,,
627,00007ee3 71462420,"      VOTEU.ANY UP1, P1",76,274,2097152,,,,,,,,,
628,00007ee3 71462430,"@P0   IADD3 R7, P2, R2, 0xf0, RZ",76,241,2097152,,,,,,,,,
629,00007ee3 71462440,"      VOTEU.ANY UP0, P0",76,298,2097152,,,,,,,,,
630,00007ee3 71462450,"@P1   R2UR UR13, R12",76,256,2097152,,,,,,,,,
631,00007ee3 71462460,"      VOTEU.ANY UP2, P0",75,276,2097152,,,,,,,,,
632,00007ee3 71462470,"@UP1  UIADD3 UR20, UR16, 0xc000, URZ",75,241,2097152,,,,,,,,,
633,00007ee3 71462480,"@P0   IMAD.X R10, RZ, RZ, R3, P2",75,272,2097152,,,,,,,,,
634,00007ee3 71462490,"      ISETP.GT.AND P2, PT, R13, UR5, !P4",75,225,2097152,,,,,,,,,
635,00007ee3 714624a0,"@UP0  UMOV UR18, URZ",74,290,2097152,,,,,,,,,
636,00007ee3 714624b0,"      UIADD3 UR5, UR5, 0x80, URZ",74,241,2097152,,,,,,,,,
637,00007ee3 714624c0,"      VOTEU.ANY UP3, P1",74,280,2097152,,,,,,,,,
638,00007ee3 714624d0,"@UP1  UMOV UR22, URZ",74,329,2097152,,,,,,,,,
639,00007ee3 714624e0,"      MOV R14, UR13",75,4950,2097152,,,,,,,,,
640,00007ee3 714624f0,"      ULEA UR13, UR9, UR25, 0x3",75,363,2097152,,,,,,,,,
641,00007ee3 71462500,"@UP0  UIADD3 UR17, UR13, 0x1c000, URZ",75,1104,2097152,,,,,,,,,
642,00007ee3 71462510,"@UP1  UIADD3 UR21, UR13, 0x1c020, URZ",75,1108,2097152,,,,,,,,,
643,00007ee3 71462520,"      HGMMA.64x64x16.F32 R88, R124, gdesc[UR12].tnspB, R88",75,953,2097152,Shared,Load,,0,,,,,
644,00007ee3 71462530,"      HGMMA.64x64x16.F32 R88, R128, gdesc[UR4].tnspB, R88",71,1742,2097152,Shared,Load,,0,,,,,
645,00007ee3 71462540,"      UIADD3.64 UR6, UR14, 0x100, URZ",67,264,2097152,,,,,,,,,
646,00007ee3 71462550,"      HGMMA.64x64x16.F32 R88, R132, gdesc[UR4].tnspB, R88",67,3309,2097152,Shared,Load,,0,,,,,
647,00007ee3 71462560,"      UIADD3.64 UR6, UR14, 0x180, URZ",63,306,2097152,,,,,,,,,
648,00007ee3 71462570,"      HGMMA.64x64x16.F32 R88, R136, gdesc[UR4].tnspB, R88",63,4494,2097152,Shared,Load,,0,,,,,
649,00007ee3 71462580,"      UIADD3.64 UR6, UR14, 0x200, URZ",59,253,2097152,,,,,,,,,
650,00007ee3 71462590,"      HGMMA.64x64x16.F32 R88, R140, gdesc[UR4].tnspB, R88",59,3674,2097152,Shared,Load,,0,,,,,
651,00007ee3 714625a0,"      UIADD3.64 UR6, UR14, 0x280, URZ",55,277,2097152,,,,,,,,,
652,00007ee3 714625b0,"      UIADD3.64 UR14, UR14, 0x300, URZ",55,928,2097152,,,,,,,,,
653,00007ee3 714625c0,"      HGMMA.64x64x16.F32 R88, R144, gdesc[UR4].tnspB, R88",55,2866,2097152,Shared,Load,,0,,,,,
654,00007ee3 714625d0,"@P0   R2UR UR6, R7",51,286,2097152,,,,,,,,,
655,00007ee3 714625e0,"@P1   IADD3.X R7, RZ, R3, RZ, P3, !PT",51,714,2097152,,,,,,,,,
656,00007ee3 714625f0,"@P0   R2UR UR7, R10",51,741,2097152,,,,,,,,,
657,00007ee3 71462600,"      LDC R10, c[0x0][0x518]",51,503,2097152,,,,,,,,,
658,00007ee3 71462610,"      MOV R12, UR6",52,2021,2097152,,,,,,,,,
659,00007ee3 71462620,"      IMAD.U32 R13, RZ, RZ, UR7",53,1272,2097152,,,,,,,,,
660,00007ee3 71462630,"@P0   R2UR UR6, R12",53,453,2097152,,,,,,,,,
661,00007ee3 71462640,"@P0   R2UR UR7, R13",52,1268,2097152,,,,,,,,,
662,00007ee3 71462650,"      ISETP.LE.AND P0, PT, R10, UR5, PT",51,2424,2097152,,,,,,,,,
663,00007ee3 71462660,"      HGMMA.64x64x16.F32 R88, R148, gdesc[UR12].tnspB, R88, gsb0",50,1977,2097152,Shared,Load,,0,,,,,
664,00007ee3 71462670,"@P1   R2UR UR14, R7",46,260,2097152,,,,,,,,,
665,00007ee3 71462680,"@P2   IMAD.MOV.U32 R7, RZ, RZ, 0x4000",46,266,2097152,,,,,,,,,
666,00007ee3 71462690,"@P2   SYNCS.ARRIVE.TRANS64 RZ, [UR13+0x1c000], R7",46,1281,2097152,,,,,,,,,
667,00007ee3 714626a0,      BAR.SYNC.DEFER_BLOCKING 0x0,46,337,2097152,,,,,,,,,
668,00007ee3 714626b0,"@P2   MOV R7, 0x4000",46,2281,2097152,,,,,,,,,
669,00007ee3 714626c0,"      MOV R15, UR14",47,1875,2097152,,,,,,,,,
670,00007ee3 714626d0,"@P1   R2UR UR14, R14",47,519,2097152,,,,,,,,,
671,00007ee3 714626e0,"@P1   R2UR UR15, R15",46,922,2097152,,,,,,,,,
672,00007ee3 714626f0,"@UP2  UTMALDG.2D [UR16], [UR6]",45,33285,2097152,"Global, Shared",,,,,,,,
673,00007ee3 71462700,"@P2   SYNCS.ARRIVE.TRANS64 RZ, [UR13+0x1c020], R7",45,287,2097152,,,,,,,,,
674,00007ee3 71462710,      BAR.SYNC.DEFER_BLOCKING 0x0,44,253,2097152,,,,,,,,,
675,00007ee3 71462720,"@UP3  UTMALDG.2D [UR20], [UR14]",44,7651,2097152,"Global, Shared",,,,,,,,
676,00007ee3 71462730,@!P0  BRA 0x7ee371460ac0,44,3021,2097152,,,,,,,,,
677,00007ee3 71462740,"      MOV R31, R4",42,1303,16384,,,,,,,,,
678,00007ee3 71462750,"      WARPGROUP.DEPBAR.LE gsb0, 0x0",41,192,16384,,,,,,,,,
679,00007ee3 71462760,"      SHF.L.U32 R4, R0, 0x2, RZ",42,3,16384,,,,,,,,,
680,00007ee3 71462770,"      IMAD.MOV.U32 R32, RZ, RZ, R5",43,4,16384,,,,,,,,,
681,00007ee3 71462780,"      SHF.R.U32.HI R7, RZ, 0x1, R0",43,3,16384,,,,,,,,,
682,00007ee3 71462790,"      FMUL R5, R90, 0.25",44,1,16384,,,,,,,,,
683,00007ee3 714627a0,"      LOP3.LUT R6, R4, 0x1c0, RZ, 0xc0, !PT",45,2,16384,,,,,,,,,
684,00007ee3 714627b0,"      FMUL R4, R89, 0.25",45,1,16384,,,,,,,,,
685,00007ee3 714627c0,"      LOP3.LUT R29, R0, 0x7, RZ, 0xc0, !PT",46,1,16384,,,,,,,,,
686,00007ee3 714627d0,      BAR.SYNC.DEFER_BLOCKING 0x0,46,0,16384,,,,,,,,,
687,00007ee3 714627e0,"      FSETP.GT.AND P1, PT, |R31|, 8.50705917302346158658e+37, PT",46,3,16384,,,,,,,,,
688,00007ee3 714627f0,"      FMUL R9, R92, 0.25",47,7,16384,,,,,,,,,
689,00007ee3 71462800,"      LOP3.LUT R13, R7, 0x4, RZ, 0xc0, !PT",48,3,16384,,,,,,,,,
690,00007ee3 71462810,"      FMUL R7, R88, 0.25",48,5,16384,,,,,,,,,
691,00007ee3 71462820,"      LEA R8, R29, UR25, 0x3",49,1,16384,,,,,,,,,
692,00007ee3 71462830,"      FMUL R10, R99, 0.25",50,1,16384,,,,,,,,,
693,00007ee3 71462840,"      FSEL R12, R4, R89, P1",51,1,16384,,,,,,,,,
694,00007ee3 71462850,"      FMUL R4, R93, 0.25",50,1,16384,,,,,,,,,
695,00007ee3 71462860,"      IADD3 R30, R13, R8, R6",51,8,16384,,,,,,,,,
696,00007ee3 71462870,"      FMUL R6, R97, 0.25",49,0,16384,,,,,,,,,
697,00007ee3 71462880,"      FSEL R88, R7, R88, P1",49,3,16384,,,,,,,,,
698,00007ee3 71462890,"      FMUL R7, R96, 0.25",49,6,16384,,,,,,,,,
699,00007ee3 714628a0,"      FSEL R14, R4, R93, P1",50,5,16384,,,,,,,,,
700,00007ee3 714628b0,"      FMUL R4, R105, 0.25",49,10,16384,,,,,,,,,
701,00007ee3 714628c0,"      FSEL R16, R6, R97, P1",50,5,16384,,,,,,,,,
702,00007ee3 714628d0,"      FMUL R6, R109, 0.25",49,5,16384,,,,,,,,,
703,00007ee3 714628e0,"      FSEL R96, R7, R96, P1",49,2,16384,,,,,,,,,
704,00007ee3 714628f0,"      FMUL R7, R104, 0.25",49,5,16384,,,,,,,,,
705,00007ee3 71462900,"      FMUL R13, R112, 0.25",50,2,16384,,,,,,,,,
706,00007ee3 71462910,"      FSEL R20, R4, R105, P1",51,3,16384,,,,,,,,,
707,00007ee3 71462920,"      FMUL R4, R113, 0.25",50,1,16384,,,,,,,,,
708,00007ee3 71462930,"      FSETP.GT.AND P2, PT, |R32|, 8.50705917302346158658e+37, PT",50,4,16384,,,,,,,,,
709,00007ee3 71462940,"      FMUL R8, R101, 0.25",51,3,16384,,,,,,,,,
710,00007ee3 71462950,"      FSEL R22, R6, R109, P1",52,3,16384,,,,,,,,,
711,00007ee3 71462960,"      FMUL R6, R117, 0.25",51,9,16384,,,,,,,,,
712,00007ee3 71462970,"      FSEL R104, R7, R104, P1",51,3,16384,,,,,,,,,
713,00007ee3 71462980,"      FMUL R7, R116, 0.25",51,3,16384,,,,,,,,,
714,00007ee3 71462990,"      FSEL R112, R13, R112, P1",51,3,16384,,,,,,,,,
715,00007ee3 714629a0,@!P4  SYNCS.CCTL.IV [UR25+0x1c020],50,113,16384,,,,,,,,,
716,00007ee3 714629b0,"      FSEL R26, R4, R113, P1",51,1,16384,,,,,,,,,
717,00007ee3 714629c0,"      FMUL R4, R31, 8388608",50,4,16384,,,,,,,,,
718,00007ee3 714629d0,"      FSEL R13, R5, R90, P2",51,0,16384,,,,,,,,,
719,00007ee3 714629e0,"      FMUL R5, R32, 8388608",50,2,16384,,,,,,,,,
720,00007ee3 714629f0,"      FSETP.GEU.AND P3, PT, R31, 1.175494350822287508e-38, PT",50,2,16384,,,,,,,,,
721,00007ee3 71462a00,      BAR.SYNC.DEFER_BLOCKING 0x0,50,70,16384,,,,,,,,,
722,00007ee3 71462a10,"      FSETP.GEU.AND P5, PT, R32, 1.175494350822287508e-38, PT",50,3,16384,,,,,,,,,
723,00007ee3 71462a20,"      ELECT P0, URZ, PT",50,15,16384,,,,,,,,,
724,00007ee3 71462a30,"      FSEL R28, R6, R117, P1",51,3,16384,,,,,,,,,
725,00007ee3 71462a40,"      FMUL R6, R91, 0.25",50,2,16384,,,,,,,,,
726,00007ee3 71462a50,"      FSEL R116, R7, R116, P1",50,3,16384,,,,,,,,,
727,00007ee3 71462a60,"      FMUL R7, R94, 0.25",50,2,16384,,,,,,,,,
728,00007ee3 71462a70,"      FSEL R34, R4, R31, !P3",51,0,16384,,,,,,,,,
729,00007ee3 71462a80,"      FMUL R24, R111, 0.25",51,0,16384,,,,,,,,,
730,00007ee3 71462a90,"      FSEL R33, R5, R32, !P5",52,5,16384,,,,,,,,,
731,00007ee3 71462aa0,"      USHF.L.U32 UR6, UR11, 0x2, URZ",51,2,16384,,,,,,,,,
732,00007ee3 71462ab0,"      FSEL R18, R8, R101, P1",52,2,16384,,,,,,,,,
733,00007ee3 71462ac0,"      FMUL R8, R95, 0.25",51,1,16384,,,,,,,,,
734,00007ee3 71462ad0,"      FSEL R91, R6, R91, P2",51,3,16384,,,,,,,,,
735,00007ee3 71462ae0,"      FMUL R19, R102, 0.25",51,3,16384,,,,,,,,,
736,00007ee3 71462af0,"      FSEL R92, R9, R92, P1",51,0,16384,,,,,,,,,
737,00007ee3 71462b00,"      FMUL R9, R100, 0.25",51,3,16384,,,,,,,,,
738,00007ee3 71462b10,"      IADD3 R4, R34, -0x3f3504f3, RZ",52,2,16384,,,,,,,,,
739,00007ee3 71462b20,"      FMUL R21, R106, 0.25",53,1,16384,,,,,,,,,
740,00007ee3 71462b30,"      IADD3 R6, R33, -0x3f3504f3, RZ",54,5,16384,,,,,,,,,
741,00007ee3 71462b40,"      FMUL R25, R114, 0.25",55,1,16384,,,,,,,,,
742,00007ee3 71462b50,"      FSEL R15, R7, R94, P2",56,0,16384,,,,,,,,,
743,00007ee3 71462b60,"      FMUL R7, R98, 0.25",55,0,16384,,,,,,,,,
744,00007ee3 71462b70,"      FSEL R95, R8, R95, P2",55,2,16384,,,,,,,,,
745,00007ee3 71462b80,@!P4  SYNCS.CCTL.IV [UR25+0x1c028],54,14,16384,,,,,,,,,
746,00007ee3 71462b90,"      LOP3.LUT R5, R4, 0xff800000, RZ, 0xc0, !PT",55,3,16384,,,,,,,,,
747,00007ee3 71462ba0,      BAR.SYNC.DEFER_BLOCKING 0x0,54,84,16384,,,,,,,,,
748,00007ee3 71462bb0,"      LOP3.LUT R8, R6, 0xff800000, RZ, 0xc0, !PT",55,3,16384,,,,,,,,,
749,00007ee3 71462bc0,"      FMUL R27, R118, 0.25",55,3,16384,,,,,,,,,
750,00007ee3 71462bd0,"      FSEL R100, R9, R100, P1",55,5,16384,,,,,,,,,
751,00007ee3 71462be0,"      FMUL R9, R108, 0.25",55,3,16384,,,,,,,,,
752,00007ee3 71462bf0,"      FSEL R17, R7, R98, P2",56,2,16384,,,,,,,,,
753,00007ee3 71462c00,"      IMAD.IADD R4, R34, 0x1, -R5",55,1,16384,,,,,,,,,
754,00007ee3 71462c10,"      IADD3 R7, R33, -R8, RZ",56,1,16384,,,,,,,,,
755,00007ee3 71462c20,"      UIMAD.WIDE UR4, UR11, 0x4, URZ",56,5,16384,,,,,,,,,
756,00007ee3 71462c30,"      FSEL R108, R9, R108, P1",56,2,16384,,,,,,,,,
757,00007ee3 71462c40,"      FADD R6, R4, -1",56,1,16384,,,,,,,,,
758,00007ee3 71462c50,"      MOV R23, 0x3dc6b27f",56,2,16384,,,,,,,,,
759,00007ee3 71462c60,"      FADD R9, R7, -1",57,2,16384,,,,,,,,,
760,00007ee3 71462c70,"      FSEL R99, R10, R99, P2",56,2,16384,,,,,,,,,
761,00007ee3 71462c80,"      FMUL R10, R103, 0.25",56,1,16384,,,,,,,,,
762,00007ee3 71462c90,"      I2FP.F32.S32 R5, R5",56,1,16384,,,,,,,,,
763,00007ee3 71462ca0,"      FFMA.FTZ R7, R6, R23, -0.16845393180847167969",57,5,16384,,,,,,,,,
764,00007ee3 71462cb0,"      FFMA.FTZ R4, R9, R23, -0.16845393180847167969",58,0,16384,,,,,,,,,
765,00007ee3 71462cc0,"      ISETP.LT.U32.AND P0, PT, R152, 0x20, P0",57,1,16384,,,,,,,,,
766,00007ee3 71462cd0,"      FMUL R23, R110, 0.25",57,1,16384,,,,,,,,,
767,00007ee3 71462ce0,"      FFMA.FTZ R7, R6, R7, 0.1716887056827545166",57,4,16384,,,,,,,,,
768,00007ee3 71462cf0,"      FFMA.FTZ R4, R9, R4, 0.1716887056827545166",57,3,16384,,,,,,,,,
769,00007ee3 71462d00,"      FSEL R103, R10, R103, P2",57,5,16384,,,,,,,,,
770,00007ee3 71462d10,"      FMUL R10, R107, 0.25",57,1,16384,,,,,,,,,
771,00007ee3 71462d20,"      FFMA.FTZ R7, R6, R7, -0.17900948226451873779",57,0,16384,,,,,,,,,
772,00007ee3 71462d30,"      FFMA.FTZ R4, R9, R4, -0.17900948226451873779",57,3,16384,,,,,,,,,
773,00007ee3 71462d40,@!P4  SYNCS.CCTL.IV [UR25+0x1c030],57,41,16384,,,,,,,,,
774,00007ee3 71462d50,"      ISETP.GE.U32.AND P6, PT, R33, 0x7f800000, PT",57,3,16384,,,,,,,,,
775,00007ee3 71462d60,"      FFMA.FTZ R7, R6, R7, 0.20512372255325317383",57,4,16384,,,,,,,,,
776,00007ee3 71462d70,"      FFMA.FTZ R4, R9, R4, 0.20512372255325317383",57,2,16384,,,,,,,,,
777,00007ee3 71462d80,"      FSEL R107, R10, R107, P2",57,0,16384,,,,,,,,,
778,00007ee3 71462d90,"      VOTEU.ANY UP0, P0",56,2,16384,,,,,,,,,
779,00007ee3 71462da0,"      FFMA.FTZ R7, R6, R7, -0.24046532809734344482",56,2,16384,,,,,,,,,
780,00007ee3 71462db0,"      FFMA.FTZ R4, R9, R4, -0.24046532809734344482",56,2,16384,,,,,,,,,
781,00007ee3 71462dc0,@!P4  SYNCS.CCTL.IV [UR25+0x1c000],56,33,16384,,,,,,,,,
782,00007ee3 71462dd0,      BAR.SYNC.DEFER_BLOCKING 0x0,56,63,16384,,,,,,,,,
783,00007ee3 71462de0,"      FFMA.FTZ R7, R6, R7, 0.28857114911079406738",56,3,16384,,,,,,,,,
784,00007ee3 71462df0,"      FFMA.FTZ R10, R9, R4, 0.28857114911079406738",57,2,16384,,,,,,,,,
785,00007ee3 71462e00,"      FSEL R4, RZ, -23, P3",57,1,16384,,,,,,,,,
786,00007ee3 71462e10,"      FFMA.FTZ R7, R6, R7, -0.36067417263984680176",57,3,16384,,,,,,,,,
787,00007ee3 71462e20,"      FFMA.FTZ R10, R9, R10, -0.36067417263984680176",57,3,16384,,,,,,,,,
788,00007ee3 71462e30,"      FSETP.GEU.AND P3, PT, |R31|, 1.175494350822287508e-38, PT",57,2,16384,,,,,,,,,
789,00007ee3 71462e40,"      FFMA.FTZ R4, R5, 1.1920928955078125e-07, R4",57,2,16384,,,,,,,,,
790,00007ee3 71462e50,"      FFMA.FTZ R7, R6, R7, 0.48089820146560668945",56,3,16384,,,,,,,,,
791,00007ee3 71462e60,"      FFMA.FTZ R10, R9, R10, 0.48089820146560668945",56,3,16384,,,,,,,,,
792,00007ee3 71462e70,"      FSEL R5, RZ, -23, P5",57,3,16384,,,,,,,,,
793,00007ee3 71462e80,"@P1   FMUL R31, R31, 0.25",57,1,16384,,,,,,,,,
794,00007ee3 71462e90,"      FFMA.FTZ R7, R6, R7, -0.72134751081466674805",57,1,16384,,,,,,,,,
795,00007ee3 71462ea0,"      FFMA.FTZ R10, R9, R10, -0.72134751081466674805",57,0,16384,,,,,,,,,
796,00007ee3 71462eb0,"      ISETP.GE.U32.AND P5, PT, R34, 0x7f800000, PT",57,2,16384,,,,,,,,,
797,00007ee3 71462ec0,"      VOTEU.ANY UP1, P0",57,45,16384,,,,,,,,,
798,00007ee3 71462ed0,"      FMUL R7, R6, R7",57,2,16384,,,,,,,,,
799,00007ee3 71462ee0,"      FMUL R10, R9, R10",57,1,16384,,,,,,,,,
800,00007ee3 71462ef0,"      FSEL R111, R24, R111, P2",57,0,16384,,,,,,,,,
801,00007ee3 71462f00,"@!P3  FMUL R31, R31, 16777216",56,1,16384,,,,,,,,,
