#,Address,Source,Live Registers,Warp Stall Sampling (All Samples),Instructions Executed,Address Space,Access Operation,Access Size,L1 Wavefronts Shared Excessive,L2 Theoretical Sectors Global Excessive,Register Dependencies,Predicate Dependencies,Uniform Register Dependencies,Uniform Predicate Dependencies
,,flash_v2_kernel
254,00007ee3 71460cd0,"      HGMMA.64x128x16.F32 R24, gdesc[UR16], R24, gsb0",107,4305,2097152,Shared,Load,,0,,,,,
255,00007ee3 71460ce0,"      WARPGROUP.DEPBAR.LE gsb0, 0x0",107,107620,2097152,,,,,,,,,
256,00007ee3 71460cf0,"      FMNMX R11, R24, R25, !PT",108,503,2097152,,,,,,,,,
257,00007ee3 71460d00,      BAR.SYNC.DEFER_BLOCKING 0x0,108,261,2097152,,,,,,,,,
258,00007ee3 71460d10,"      FMNMX R15, R26, R27, !PT",109,267,2097152,,,,,,,,,
259,00007ee3 71460d20,"      FMNMX R10, R28, R11, !PT",110,555,2097152,,,,,,,,,
260,00007ee3 71460d30,"      FMNMX R11, R29, R10, !PT",110,1200,2097152,,,,,,,,,
261,00007ee3 71460d40,"      FMNMX R10, R32, R11, !PT",110,1300,2097152,,,,,,,,,
262,00007ee3 71460d50,"      FMNMX R11, R33, R10, !PT",110,1013,2097152,,,,,,,,,
263,00007ee3 71460d60,"      FMNMX R10, R36, R11, !PT",110,1007,2097152,,,,,,,,,
264,00007ee3 71460d70,"      FMNMX R11, R37, R10, !PT",110,1255,2097152,,,,,,,,,
265,00007ee3 71460d80,"      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [UR14+0x1c020], R7",109,20327,2097152,,,,,,,,,
266,00007ee3 71460d90,"      FMNMX R10, R40, R11, !PT",110,801,2097152,,,,,,,,,
267,00007ee3 71460da0,"      FMNMX R11, R41, R10, !PT",110,1009,2097152,,,,,,,,,
268,00007ee3 71460db0,"      FMNMX R10, R44, R11, !PT",110,1085,2097152,,,,,,,,,
269,00007ee3 71460dc0,"      FMNMX R11, R45, R10, !PT",110,1000,2097152,,,,,,,,,
270,00007ee3 71460dd0,"      FMNMX R10, R48, R11, !PT",110,1039,2097152,,,,,,,,,
271,00007ee3 71460de0,"      FMNMX R11, R49, R10, !PT",110,1078,2097152,,,,,,,,,
272,00007ee3 71460df0,"      FMNMX R10, R52, R11, !PT",110,1013,2097152,,,,,,,,,
273,00007ee3 71460e00,"      FMNMX R11, R53, R10, !PT",110,936,2097152,,,,,,,,,
274,00007ee3 71460e10,"      FMNMX R10, R56, R11, !PT",110,1062,2097152,,,,,,,,,
275,00007ee3 71460e20,"      FMNMX R11, R57, R10, !PT",110,1015,2097152,,,,,,,,,
276,00007ee3 71460e30,"      FMNMX R10, R60, R11, !PT",110,972,2097152,,,,,,,,,
277,00007ee3 71460e40,"      FMNMX R11, R61, R10, !PT",110,1039,2097152,,,,,,,,,
278,00007ee3 71460e50,"      FMNMX R10, R64, R11, !PT",110,1070,2097152,,,,,,,,,
279,00007ee3 71460e60,"      FMNMX R11, R65, R10, !PT",110,1103,2097152,,,,,,,,,
280,00007ee3 71460e70,"      FMNMX R10, R68, R11, !PT",110,1041,2097152,,,,,,,,,
281,00007ee3 71460e80,"      FMNMX R11, R69, R10, !PT",110,1010,2097152,,,,,,,,,
282,00007ee3 71460e90,"      FMNMX R10, R72, R11, !PT",110,1016,2097152,,,,,,,,,
283,00007ee3 71460ea0,"      FMNMX R11, R73, R10, !PT",110,1009,2097152,,,,,,,,,
284,00007ee3 71460eb0,"      FMNMX R10, R76, R11, !PT",110,977,2097152,,,,,,,,,
285,00007ee3 71460ec0,"      FMNMX R11, R77, R10, !PT",110,1030,2097152,,,,,,,,,
286,00007ee3 71460ed0,"      FMNMX R10, R80, R11, !PT",110,1058,2097152,,,,,,,,,
287,00007ee3 71460ee0,"      FMNMX R11, R81, R10, !PT",110,1039,2097152,,,,,,,,,
288,00007ee3 71460ef0,"      FMNMX R10, R84, R11, !PT",110,1044,2097152,,,,,,,,,
289,00007ee3 71460f00,"      FMNMX R10, R85, R10, !PT",109,981,2097152,,,,,,,,,
290,00007ee3 71460f10,"      SHFL.BFLY PT, R11, R10, 0x2, 0x1f",110,1278,2097152,,,,,,,,,
291,00007ee3 71460f20,"      FMNMX R12, R10, R11, !PT",111,6711,2097152,,,,,,,,,
292,00007ee3 71460f30,"      FMNMX R10, R30, R15, !PT",110,491,2097152,,,,,,,,,
293,00007ee3 71460f40,"      SHFL.BFLY PT, R11, R12, 0x1, 0x1f",110,759,2097152,,,,,,,,,
294,00007ee3 71460f50,"      FMNMX R17, R31, R10, !PT",111,283,2097152,,,,,,,,,
295,00007ee3 71460f60,"      FMNMX R10, R34, R17, !PT",111,1292,2097152,,,,,,,,,
296,00007ee3 71460f70,"      FMNMX R17, R35, R10, !PT",111,943,2097152,,,,,,,,,
297,00007ee3 71460f80,"      FMNMX R10, R38, R17, !PT",111,990,2097152,,,,,,,,,
298,00007ee3 71460f90,"      FMNMX R19, R39, R10, !PT",111,1529,2097152,,,,,,,,,
299,00007ee3 71460fa0,"      FMNMX R10, R42, R19, !PT",111,1010,2097152,,,,,,,,,
300,00007ee3 71460fb0,"      FMNMX R11, R12, R11, !PT",110,526,2097152,,,,,,,,,
301,00007ee3 71460fc0,"      FMNMX R19, R43, R10, !PT",110,528,2097152,,,,,,,,,
302,00007ee3 71460fd0,"      FMUL R11, R6, R11",109,831,2097152,,,,,,,,,
303,00007ee3 71460fe0,"      FMNMX R10, R46, R19, !PT",110,255,2097152,,,,,,,,,
304,00007ee3 71460ff0,"      FMNMX R21, R47, R10, !PT",110,1843,2097152,,,,,,,,,
305,00007ee3 71461000,"      FMNMX R11, R11, R8, !PT",109,4062,2097152,,,,,,,,,
306,00007ee3 71461010,"      FMNMX R10, R50, R21, !PT",110,851,2097152,,,,,,,,,
307,00007ee3 71461020,"      FFMA R13, R6, R25, -R11",110,1076,2097152,,,,,,,,,
308,00007ee3 71461030,"      FMNMX R21, R51, R10, !PT",110,275,2097152,,,,,,,,,
309,00007ee3 71461040,"      FFMA R29, R6, R29, -R11",109,282,2097152,,,,,,,,,
310,00007ee3 71461050,"      FFMA R33, R6, R33, -R11",109,248,2097152,,,,,,,,,
311,00007ee3 71461060,"      FFMA R45, R6, R45, -R11",109,266,2097152,,,,,,,,,
312,00007ee3 71461070,"      FMNMX R10, R54, R21, !PT",110,251,2097152,,,,,,,,,
313,00007ee3 71461080,"      MUFU.EX2 R15, R29",110,295,2097152,,,,,,,,,
314,00007ee3 71461090,"      FFMA R41, R6, R41, -R11",109,375,2097152,,,,,,,,,
315,00007ee3 714610a0,"      FFMA R120, R6, R24, -R11",110,264,2097152,,,,,,,,,
316,00007ee3 714610b0,"      FMNMX R23, R55, R10, !PT",110,268,2097152,,,,,,,,,
317,00007ee3 714610c0,"      FFMA R122, R6, R28, -R11",110,258,2097152,,,,,,,,,
318,00007ee3 714610d0,"      FFMA R124, R6, R32, -R11",110,230,2097152,,,,,,,,,
319,00007ee3 714610e0,"      FFMA R126, R6, R36, -R11",110,273,2097152,,,,,,,,,
320,00007ee3 714610f0,"      FMNMX R10, R58, R23, !PT",110,238,2097152,,,,,,,,,
321,00007ee3 71461100,"      MUFU.EX2 R17, R33",110,247,2097152,,,,,,,,,
322,00007ee3 71461110,"      FFMA R37, R6, R37, -R11",109,249,2097152,,,,,,,,,
323,00007ee3 71461120,"      FFMA R128, R6, R40, -R11",110,263,2097152,,,,,,,,,
324,00007ee3 71461130,"      FMNMX R23, R59, R10, !PT",110,255,2097152,,,,,,,,,
325,00007ee3 71461140,"      FFMA R130, R6, R44, -R11",110,252,2097152,,,,,,,,,
326,00007ee3 71461150,"      FFMA R132, R6, R48, -R11",110,232,2097152,,,,,,,,,
327,00007ee3 71461160,"      FFMA R49, R6, R49, -R11",109,249,2097152,,,,,,,,,
328,00007ee3 71461170,"      FMNMX R10, R62, R23, !PT",110,288,2097152,,,,,,,,,
329,00007ee3 71461180,"      MUFU.EX2 R21, R41",110,536,2097152,,,,,,,,,
330,00007ee3 71461190,"      FFMA R134, R6, R52, -R11",110,271,2097152,,,,,,,,,
331,00007ee3 714611a0,"      FFMA R53, R6, R53, -R11",109,231,2097152,,,,,,,,,
332,00007ee3 714611b0,"      FMNMX R25, R63, R10, !PT",110,237,2097152,,,,,,,,,
333,00007ee3 714611c0,"      FFMA R136, R6, R56, -R11",110,248,2097152,,,,,,,,,
334,00007ee3 714611d0,"      FFMA R57, R6, R57, -R11",109,243,2097152,,,,,,,,,
335,00007ee3 714611e0,"      FFMA R138, R6, R60, -R11",110,251,2097152,,,,,,,,,
336,00007ee3 714611f0,"      FMNMX R10, R66, R25, !PT",110,266,2097152,,,,,,,,,
337,00007ee3 71461200,"      MUFU.EX2 R23, R45",110,456,2097152,,,,,,,,,
338,00007ee3 71461210,"      FFMA R41, R6, R65, -R11",110,5722,2097152,,,,,,,,,
339,00007ee3 71461220,"      FFMA R12, R6, R68, -R11",110,260,2097152,,,,,,,,,
340,00007ee3 71461230,"      FMNMX R25, R67, R10, !PT",110,251,2097152,,,,,,,,,
341,00007ee3 71461240,"      FFMA R16, R6, R76, -R11",110,234,2097152,,,,,,,,,
342,00007ee3 71461250,"      FFMA R18, R6, R80, -R11",110,281,2097152,,,,,,,,,
343,00007ee3 71461260,"      FMNMX R10, R70, R25, !PT",110,655,2097152,,,,,,,,,
344,00007ee3 71461270,"      MUFU.EX2 R120, R120",109,264,2097152,,,,,,,,,
345,00007ee3 71461280,"      FMNMX R29, R71, R10, !PT",110,1203,2097152,,,,,,,,,
346,00007ee3 71461290,"      FMNMX R10, R74, R29, !PT",110,987,2097152,,,,,,,,,
347,00007ee3 714612a0,"      MUFU.EX2 R13, R13",109,4449,2097152,,,,,,,,,
348,00007ee3 714612b0,"      FMNMX R29, R75, R10, !PT",110,1044,2097152,,,,,,,,,
349,00007ee3 714612c0,"      FMNMX R10, R78, R29, !PT",110,1081,2097152,,,,,,,,,
350,00007ee3 714612d0,"      MUFU.EX2 R122, R122",109,265,2097152,,,,,,,,,
351,00007ee3 714612e0,"      FMNMX R33, R79, R10, !PT",110,799,2097152,,,,,,,,,
352,00007ee3 714612f0,"      FMNMX R10, R82, R33, !PT",110,1092,2097152,,,,,,,,,
353,00007ee3 71461300,"      MUFU.EX2 R124, R124",109,631,2097152,,,,,,,,,
354,00007ee3 71461310,"      FMNMX R33, R83, R10, !PT",110,779,2097152,,,,,,,,,
355,00007ee3 71461320,"      FMNMX R10, R86, R33, !PT",110,997,2097152,,,,,,,,,
356,00007ee3 71461330,"      MUFU.EX2 R126, R126",109,1219,2097152,,,,,,,,,
357,00007ee3 71461340,"      FMNMX R14, R87, R10, !PT",110,771,2097152,,,,,,,,,
358,00007ee3 71461350,"      FFMA R10, R6, R64, -R11",110,234,2097152,,,,,,,,,
359,00007ee3 71461360,"      SHFL.BFLY PT, R45, R14, 0x2, 0x1f",110,1614,2097152,,,,,,,,,
360,00007ee3 71461370,"      MUFU.EX2 R19, R37",111,2968,2097152,,,,,,,,,
361,00007ee3 71461380,"      MUFU.EX2 R128, R128",110,4541,2097152,,,,,,,,,
362,00007ee3 71461390,"      FFMA R37, R6, R61, -R11",111,844,2097152,,,,,,,,,
363,00007ee3 714613a0,"      FFMA R61, R6, R81, -R11",111,260,2097152,,,,,,,,,
364,00007ee3 714613b0,"      MUFU.EX2 R130, R130",110,3973,2097152,,,,,,,,,
365,00007ee3 714613c0,"      FMNMX R45, R14, R45, !PT",110,317,2097152,,,,,,,,,
366,00007ee3 714613d0,"      MUFU.EX2 R132, R132",109,2262,2097152,,,,,,,,,
367,00007ee3 714613e0,"      FFMA R14, R6, R72, -R11",110,254,2097152,,,,,,,,,
368,00007ee3 714613f0,"      SHFL.BFLY PT, R20, R45, 0x1, 0x1f",110,249,2097152,,,,,,,,,
369,00007ee3 71461400,"      MUFU.EX2 R25, R49",111,4209,2097152,,,,,,,,,
370,00007ee3 71461410,"      MUFU.EX2 R134, R134",110,2121,2097152,,,,,,,,,
371,00007ee3 71461420,"      FFMA R49, R6, R69, -R11",111,2547,2097152,,,,,,,,,
372,00007ee3 71461430,"      MUFU.EX2 R29, R53",111,5889,2097152,,,,,,,,,
373,00007ee3 71461440,"      FMNMX R65, R45, R20, !PT",111,262,2097152,,,,,,,,,
374,00007ee3 71461450,"      FFMA R20, R6, R84, -R11",110,264,2097152,,,,,,,,,
375,00007ee3 71461460,"      MUFU.EX2 R136, R136",109,5019,2097152,,,,,,,,,
376,00007ee3 71461470,"      FMUL R22, R6, R65",110,251,2097152,,,,,,,,,
377,00007ee3 71461480,"      FFMA R53, R6, R73, -R11",110,1360,2097152,,,,,,,,,
378,00007ee3 71461490,"      FFMA R65, R6, R85, -R11",110,235,2097152,,,,,,,,,
379,00007ee3 714614a0,"      FMNMX R45, R22, R9, !PT",110,996,2097152,,,,,,,,,
380,00007ee3 714614b0,"      MUFU.EX2 R33, R57",110,1141,2097152,,,,,,,,,
381,00007ee3 714614c0,"      FFMA R26, R6, R26, -R45",109,856,2097152,,,,,,,,,
382,00007ee3 714614d0,"      FFMA R27, R6, R27, -R45",109,256,2097152,,,,,,,,,
383,00007ee3 714614e0,"      FFMA R30, R6, R30, -R45",109,260,2097152,,,,,,,,,
384,00007ee3 714614f0,"      FFMA R31, R6, R31, -R45",109,274,2097152,,,,,,,,,
385,00007ee3 71461500,"      FFMA R34, R6, R34, -R45",109,247,2097152,,,,,,,,,
386,00007ee3 71461510,"      MUFU.EX2 R121, R26",110,337,2097152,,,,,,,,,
387,00007ee3 71461520,"      FFMA R35, R6, R35, -R45",109,280,2097152,,,,,,,,,
388,00007ee3 71461530,"      FFMA R38, R6, R38, -R45",109,255,2097152,,,,,,,,,
389,00007ee3 71461540,"      FFMA R39, R6, R39, -R45",109,268,2097152,,,,,,,,,
390,00007ee3 71461550,"      FFMA R42, R6, R42, -R45",109,278,2097152,,,,,,,,,
391,00007ee3 71461560,"      FFMA R43, R6, R43, -R45",109,277,2097152,,,,,,,,,
392,00007ee3 71461570,"      FFMA R46, R6, R46, -R45",109,246,2097152,,,,,,,,,
393,00007ee3 71461580,"      FFMA R47, R6, R47, -R45",109,251,2097152,,,,,,,,,
394,00007ee3 71461590,"      MUFU.EX2 R32, R27",110,261,2097152,,,,,,,,,
395,00007ee3 714615a0,"      FFMA R50, R6, R50, -R45",109,284,2097152,,,,,,,,,
396,00007ee3 714615b0,"      FFMA R51, R6, R51, -R45",109,270,2097152,,,,,,,,,
397,00007ee3 714615c0,"      FFMA R54, R6, R54, -R45",109,241,2097152,,,,,,,,,
398,00007ee3 714615d0,"      FFMA R55, R6, R55, -R45",109,265,2097152,,,,,,,,,
399,00007ee3 714615e0,"      FFMA R58, R6, R58, -R45",109,257,2097152,,,,,,,,,
400,00007ee3 714615f0,"      FFMA R59, R6, R59, -R45",109,264,2097152,,,,,,,,,
401,00007ee3 71461600,"      FFMA R62, R6, R62, -R45",109,387,2097152,,,,,,,,,
402,00007ee3 71461610,"      MUFU.EX2 R123, R30",110,683,2097152,,,,,,,,,
403,00007ee3 71461620,"      FADD R27, R120, R13",110,2573,2097152,,,,,,,,,
404,00007ee3 71461630,"      FFMA R63, R6, R63, -R45",110,271,2097152,,,,,,,,,
405,00007ee3 71461640,"      FFMA R66, R6, R66, -R45",110,266,2097152,,,,,,,,,
406,00007ee3 71461650,"      FFMA R67, R6, R67, -R45",110,250,2097152,,,,,,,,,
407,00007ee3 71461660,"      FADD R24, R122, R27",111,256,2097152,,,,,,,,,
408,00007ee3 71461670,"      FFMA R70, R6, R70, -R45",110,252,2097152,,,,,,,,,
409,00007ee3 71461680,"      FFMA R71, R6, R71, -R45",110,472,2097152,,,,,,,,,
410,00007ee3 71461690,"      MUFU.EX2 R36, R31",111,294,2097152,,,,,,,,,
411,00007ee3 714616a0,"      FADD R22, R121, R32",111,264,2097152,,,,,,,,,
412,00007ee3 714616b0,"      FADD R27, R15, R24",112,249,2097152,,,,,,,,,
413,00007ee3 714616c0,"      FFMA R74, R6, R74, -R45",111,305,2097152,,,,,,,,,
414,00007ee3 714616d0,"      FFMA R75, R6, R75, -R45",111,242,2097152,,,,,,,,,
415,00007ee3 714616e0,"      FFMA R78, R6, R78, -R45",111,263,2097152,,,,,,,,,
416,00007ee3 714616f0,"      FADD R24, R124, R27",112,281,2097152,,,,,,,,,
417,00007ee3 71461700,"      FFMA R57, R6, R77, -R11",112,499,2097152,,,,,,,,,
418,00007ee3 71461710,"      MUFU.EX2 R125, R34",112,275,2097152,,,,,,,,,
419,00007ee3 71461720,"      FADD R22, R123, R22",111,293,2097152,,,,,,,,,
420,00007ee3 71461730,"      FADD R27, R17, R24",112,246,2097152,,,,,,,,,
421,00007ee3 71461740,"      FFMA R79, R6, R79, -R45",111,257,2097152,,,,,,,,,
422,00007ee3 71461750,"      FFMA R82, R6, R82, -R45",111,235,2097152,,,,,,,,,
423,00007ee3 71461760,"      FFMA R83, R6, R83, -R45",111,246,2097152,,,,,,,,,
424,00007ee3 71461770,"      FADD R24, R126, R27",112,256,2097152,,,,,,,,,
425,00007ee3 71461780,"      FFMA R86, R6, R86, -R45",111,492,2097152,,,,,,,,,
426,00007ee3 71461790,"      MUFU.EX2 R35, R35",111,274,2097152,,,,,,,,,
427,00007ee3 714617a0,"      FADD R22, R36, R22",111,252,2097152,,,,,,,,,
428,00007ee3 714617b0,"      FADD R27, R19, R24",112,277,2097152,,,,,,,,,
429,00007ee3 714617c0,"      FFMA R87, R6, R87, -R45",111,256,2097152,,,,,,,,,
430,00007ee3 714617d0,"      FADD R24, R128, R27",112,1441,2097152,,,,,,,,,
431,00007ee3 714617e0,"      MUFU.EX2 R127, R38",112,5131,2097152,,,,,,,,,
432,00007ee3 714617f0,"      FADD R22, R125, R22",111,370,2097152,,,,,,,,,
433,00007ee3 71461800,"      FADD R27, R21, R24",112,272,2097152,,,,,,,,,
434,00007ee3 71461810,"      FADD R24, R130, R27",112,4412,2097152,,,,,,,,,
435,00007ee3 71461820,"      MUFU.EX2 R39, R39",111,1397,2097152,,,,,,,,,
436,00007ee3 71461830,"      FADD R22, R35, R22",111,241,2097152,,,,,,,,,
437,00007ee3 71461840,"      FADD R27, R23, R24",112,259,2097152,,,,,,,,,
438,00007ee3 71461850,"      FADD R24, R132, R27",112,1056,2097152,,,,,,,,,
439,00007ee3 71461860,"      MUFU.EX2 R129, R42",112,3447,2097152,,,,,,,,,
440,00007ee3 71461870,"      FADD R22, R127, R22",111,240,2097152,,,,,,,,,
441,00007ee3 71461880,"      FADD R27, R25, R24",112,237,2097152,,,,,,,,,
442,00007ee3 71461890,"      FADD R24, R134, R27",112,996,2097152,,,,,,,,,
443,00007ee3 714618a0,"      MUFU.EX2 R43, R43",111,3123,2097152,,,,,,,,,
444,00007ee3 714618b0,"      FADD R22, R39, R22",111,255,2097152,,,,,,,,,
445,00007ee3 714618c0,"      FADD R27, R29, R24",112,284,2097152,,,,,,,,,
446,00007ee3 714618d0,"      FADD R24, R136, R27",112,1015,2097152,,,,,,,,,
447,00007ee3 714618e0,"      MUFU.EX2 R131, R46",112,2771,2097152,,,,,,,,,
448,00007ee3 714618f0,"      FADD R22, R129, R22",111,230,2097152,,,,,,,,,
449,00007ee3 71461900,"      FADD R27, R33, R24",112,253,2097152,,,,,,,,,
450,00007ee3 71461910,"      MUFU.EX2 R47, R47",111,4172,2097152,,,,,,,,,
451,00007ee3 71461920,"      FADD R22, R43, R22",111,309,2097152,,,,,,,,,
452,00007ee3 71461930,"      MUFU.EX2 R133, R50",112,2881,2097152,,,,,,,,,
453,00007ee3 71461940,"      FADD R22, R131, R22",111,250,2097152,,,,,,,,,
454,00007ee3 71461950,"      MUFU.EX2 R51, R51",111,3795,2097152,,,,,,,,,
455,00007ee3 71461960,"      FADD R22, R47, R22",111,352,2097152,,,,,,,,,
456,00007ee3 71461970,"      MUFU.EX2 R135, R54",112,3023,2097152,,,,,,,,,
457,00007ee3 71461980,"      FADD R22, R133, R22",111,266,2097152,,,,,,,,,
458,00007ee3 71461990,"      MUFU.EX2 R55, R55",111,3564,2097152,,,,,,,,,
459,00007ee3 714619a0,"      FADD R22, R51, R22",111,249,2097152,,,,,,,,,
460,00007ee3 714619b0,"      MUFU.EX2 R137, R58",112,3730,2097152,,,,,,,,,
461,00007ee3 714619c0,"      FADD R22, R135, R22",111,241,2097152,,,,,,,,,
462,00007ee3 714619d0,"      MUFU.EX2 R59, R59",111,3817,2097152,,,,,,,,,
463,00007ee3 714619e0,"      FADD R22, R55, R22",111,230,2097152,,,,,,,,,
464,00007ee3 714619f0,"      MUFU.EX2 R138, R138",111,3554,2097152,,,,,,,,,
465,00007ee3 71461a00,"      FADD R22, R137, R22",111,240,2097152,,,,,,,,,
466,00007ee3 71461a10,"      MUFU.EX2 R139, R62",112,3895,2097152,,,,,,,,,
467,00007ee3 71461a20,"      FADD R22, R59, R22",111,262,2097152,,,,,,,,,
468,00007ee3 71461a30,"      MUFU.EX2 R37, R37",111,3929,2097152,,,,,,,,,
469,00007ee3 71461a40,"      FADD R24, R138, R27",112,275,2097152,,,,,,,,,
470,00007ee3 71461a50,"      MUFU.EX2 R63, R63",111,4879,2097152,,,,,,,,,
471,00007ee3 71461a60,"      FADD R22, R139, R22",111,251,2097152,,,,,,,,,
472,00007ee3 71461a70,"      MUFU.EX2 R10, R10",111,3803,2097152,,,,,,,,,
473,00007ee3 71461a80,"      FADD R27, R37, R24",112,257,2097152,,,,,,,,,
474,00007ee3 71461a90,"      MUFU.EX2 R141, R66",112,3966,2097152,,,,,,,,,
475,00007ee3 71461aa0,"      FADD R22, R63, R22",111,270,2097152,,,,,,,,,
476,00007ee3 71461ab0,"      MUFU.EX2 R41, R41",111,3752,2097152,,,,,,,,,
477,00007ee3 71461ac0,"      FADD R24, R10, R27",112,269,2097152,,,,,,,,,
478,00007ee3 71461ad0,"      MUFU.EX2 R67, R67",111,3786,2097152,,,,,,,,,
479,00007ee3 71461ae0,"      FADD R22, R141, R22",111,265,2097152,,,,,,,,,
480,00007ee3 71461af0,"      MUFU.EX2 R12, R12",111,2976,2097152,,,,,,,,,
481,00007ee3 71461b00,"      FADD R27, R41, R24",112,286,2097152,,,,,,,,,
482,00007ee3 71461b10,"      MUFU.EX2 R143, R70",112,3553,2097152,,,,,,,,,
483,00007ee3 71461b20,"      FADD R22, R67, R22",111,255,2097152,,,,,,,,,
484,00007ee3 71461b30,"      MUFU.EX2 R49, R49",111,3842,2097152,,,,,,,,,
485,00007ee3 71461b40,"      FADD R24, R12, R27",112,275,2097152,,,,,,,,,
486,00007ee3 71461b50,"      MUFU.EX2 R71, R71",111,4740,2097152,,,,,,,,,
487,00007ee3 71461b60,"      FADD R22, R143, R22",111,248,2097152,,,,,,,,,
488,00007ee3 71461b70,"      MUFU.EX2 R14, R14",111,4061,2097152,,,,,,,,,
489,00007ee3 71461b80,"      FADD R27, R49, R24",112,244,2097152,,,,,,,,,
490,00007ee3 71461b90,"      MUFU.EX2 R145, R74",112,3802,2097152,,,,,,,,,
491,00007ee3 71461ba0,"      FADD R22, R71, R22",111,258,2097152,,,,,,,,,
492,00007ee3 71461bb0,"      MUFU.EX2 R53, R53",111,3806,2097152,,,,,,,,,
493,00007ee3 71461bc0,"      FADD R24, R14, R27",112,275,2097152,,,,,,,,,
494,00007ee3 71461bd0,"      MUFU.EX2 R75, R75",111,3898,2097152,,,,,,,,,
495,00007ee3 71461be0,"      FADD R22, R145, R22",111,225,2097152,,,,,,,,,
496,00007ee3 71461bf0,"      MUFU.EX2 R16, R16",111,3817,2097152,,,,,,,,,
497,00007ee3 71461c00,"      FADD R27, R53, R24",112,240,2097152,,,,,,,,,
498,00007ee3 71461c10,"      MUFU.EX2 R147, R78",112,2987,2097152,,,,,,,,,
499,00007ee3 71461c20,"      FADD R22, R75, R22",111,266,2097152,,,,,,,,,
500,00007ee3 71461c30,"      MUFU.EX2 R57, R57",111,3523,2097152,,,,,,,,,
501,00007ee3 71461c40,"      FADD R24, R16, R27",112,262,2097152,,,,,,,,,
502,00007ee3 71461c50,"      MUFU.EX2 R79, R79",111,4921,2097152,,,,,,,,,
503,00007ee3 71461c60,"      FADD R22, R147, R22",111,227,2097152,,,,,,,,,
504,00007ee3 71461c70,"      MUFU.EX2 R18, R18",111,3604,2097152,,,,,,,,,
505,00007ee3 71461c80,"      FADD R27, R57, R24",112,258,2097152,,,,,,,,,
506,00007ee3 71461c90,"      MUFU.EX2 R149, R82",112,2845,2097152,,,,,,,,,
507,00007ee3 71461ca0,"      FADD R22, R79, R22",111,336,2097152,,,,,,,,,
508,00007ee3 71461cb0,"      MUFU.EX2 R61, R61",111,3017,2097152,,,,,,,,,
509,00007ee3 71461cc0,"      FADD R24, R18, R27",112,486,2097152,,,,,,,,,
510,00007ee3 71461cd0,"      MUFU.EX2 R83, R83",111,3810,2097152,,,,,,,,,
511,00007ee3 71461ce0,"      FADD R22, R149, R22",111,298,2097152,,,,,,,,,
512,00007ee3 71461cf0,"      MUFU.EX2 R20, R20",111,4140,2097152,,,,,,,,,
513,00007ee3 71461d00,"      FADD R27, R61, R24",112,234,2097152,,,,,,,,,
514,00007ee3 71461d10,"      MUFU.EX2 R151, R86",112,4580,2097152,,,,,,,,,
515,00007ee3 71461d20,"      FADD R22, R83, R22",111,267,2097152,,,,,,,,,
516,00007ee3 71461d30,"      MUFU.EX2 R65, R65",111,2723,2097152,,,,,,,,,
517,00007ee3 71461d40,"      FADD R24, R20, R27",112,256,2097152,,,,,,,,,
518,00007ee3 71461d50,"      MUFU.EX2 R87, R87",111,2925,2097152,,,,,,,,,
519,00007ee3 71461d60,"      FADD R22, R151, R22",111,257,2097152,,,,,,,,,
520,00007ee3 71461d70,"      FADD R24, R65, R24",111,1372,2097152,,,,,,,,,
521,00007ee3 71461d80,"      SHFL.BFLY PT, R27, R24, 0x2, 0x1f",112,2829,2097152,,,,,,,,,
522,00007ee3 71461d90,"      FADD R26, R87, R22",113,1293,2097152,,,,,,,,,
523,00007ee3 71461da0,"      FADD R22, -R11, R8",113,368,2097152,,,,,,,,,
524,00007ee3 71461db0,"      FADD R8, -R45, R9",113,244,2097152,,,,,,,,,
525,00007ee3 71461dc0,"      SHFL.BFLY PT, R31, R26, 0x2, 0x1f",113,1301,2097152,,,,,,,,,
526,00007ee3 71461dd0,"      MUFU.EX2 R69, R22",114,1106,2097152,,,,,,,,,
527,00007ee3 71461de0,"      MUFU.EX2 R8, R8",113,3377,2097152,,,,,,,,,
528,00007ee3 71461df0,"      FADD R27, R24, R27",113,1072,2097152,,,,,,,,,
529,00007ee3 71461e00,"      FMUL R88, R88, R69",112,737,2097152,,,,,,,,,
530,00007ee3 71461e10,"      FMUL R89, R89, R69",112,209,2097152,,,,,,,,,
531,00007ee3 71461e20,"      FMUL R92, R92, R69",112,271,2097152,,,,,,,,,
532,00007ee3 71461e30,"      SHFL.BFLY PT, R28, R27, 0x1, 0x1f",113,795,2097152,,,,,,,,,
533,00007ee3 71461e40,"      FMUL R93, R93, R69",113,237,2097152,,,,,,,,,
534,00007ee3 71461e50,"      FMUL R96, R96, R69",113,244,2097152,,,,,,,,,
535,00007ee3 71461e60,"      FADD R31, R26, R31",113,349,2097152,,,,,,,,,
536,00007ee3 71461e70,"      FMUL R97, R97, R69",112,231,2097152,,,,,,,,,
537,00007ee3 71461e80,"      FMUL R100, R100, R69",112,244,2097152,,,,,,,,,
538,00007ee3 71461e90,"      FMUL R101, R101, R69",112,259,2097152,,,,,,,,,
539,00007ee3 71461ea0,"      FMUL R104, R104, R69",112,263,2097152,,,,,,,,,
540,00007ee3 71461eb0,"      SHFL.BFLY PT, R30, R31, 0x1, 0x1f",113,250,2097152,,,,,,,,,
