#,Address,Source,Live Registers,Warp Stall Sampling (All Samples),Instructions Executed,Address Space,Access Operation,Access Size,L1 Wavefronts Shared Excessive,L2 Theoretical Sectors Global Excessive,Register Dependencies,Predicate Dependencies,Uniform Register Dependencies,Uniform Predicate Dependencies
,,flash_fwd_kernel
758,00007ef1 797e6350,"      FSEL R0, R0, RZ, P1",203,0,8192,,,,,,,,,
759,00007ef1 797e6360,"      FFMA.FTZ R174, R174, UR4, -R93",203,1,8192,,,,,,,,,
760,00007ef1 797e6370,"      FFMA.FTZ R175, R175, UR4, -R93",203,2,8192,,,,,,,,,
761,00007ef1 797e6380,"      HMMA.16816.F32 R64, R4, R28, RZ",207,2,8192,,,,,,,,,
762,00007ef1 797e6390,"      MUFU.EX2 R157, R87",208,2,8192,,,,,,,,,
763,00007ef1 797e63a0,"      FFMA.FTZ R110, R110, UR4, -R0",207,1,8192,,,,,,,,,
764,00007ef1 797e63b0,"      FFMA.FTZ R111, R111, UR4, -R0",207,0,8192,,,,,,,,,
765,00007ef1 797e63c0,"      FFMA.FTZ R114, R114, UR4, -R0",207,1,8192,,,,,,,,,
766,00007ef1 797e63d0,"      FFMA.FTZ R115, R115, UR4, -R0",207,3,8192,,,,,,,,,
767,00007ef1 797e63e0,"      HMMA.16816.F32 R60, R4, R42, RZ",211,1,8192,,,,,,,,,
768,00007ef1 797e63f0,"      F2FP.F16.F32.PACK_AB R10, R134, R158",212,1,8192,,,,,,,,,
769,00007ef1 797e6400,"      FFMA.FTZ R118, R118, UR4, -R0",212,5,8192,,,,,,,,,
770,00007ef1 797e6410,"      MUFU.EX2 R95, R46",213,1,8192,,,,,,,,,
771,00007ef1 797e6420,"      FFMA.FTZ R119, R119, UR4, -R0",212,0,8192,,,,,,,,,
772,00007ef1 797e6430,"      FFMA.FTZ R106, R106, UR4, -R0",212,0,8192,,,,,,,,,
773,00007ef1 797e6440,"      HMMA.16816.F32 R56, R4, R38, RZ",216,5,8192,,,,,,,,,
774,00007ef1 797e6450,"      FFMA.FTZ R107, R107, UR4, -R0",216,0,8192,,,,,,,,,
775,00007ef1 797e6460,"      FFMA.FTZ R126, R126, UR4, -R0",216,1,8192,,,,,,,,,
776,00007ef1 797e6470,"      FFMA.FTZ R127, R127, UR4, -R0",216,0,8192,,,,,,,,,
777,00007ef1 797e6480,"      F2FP.F16.F32.PACK_AB R9, R157, R159",217,6,8192,,,,,,,,,
778,00007ef1 797e6490,"      MUFU.EX2 R156, R47",218,3,8192,,,,,,,,,
779,00007ef1 797e64a0,"      FFMA.FTZ R102, R102, UR4, -R0",217,0,8192,,,,,,,,,
780,00007ef1 797e64b0,"      FFMA.FTZ R103, R103, UR4, -R0",217,3,8192,,,,,,,,,
781,00007ef1 797e64c0,"      FFMA.FTZ R170, R170, UR4, -R0",217,1,8192,,,,,,,,,
782,00007ef1 797e64d0,"      FFMA.FTZ R171, R171, UR4, -R0",217,0,8192,,,,,,,,,
783,00007ef1 797e64e0,"      FFMA.FTZ R162, R162, UR4, -R0",217,1,8192,,,,,,,,,
784,00007ef1 797e64f0,"      FFMA.FTZ R163, R163, UR4, -R0",217,0,8192,,,,,,,,,
785,00007ef1 797e6500,"      FFMA.FTZ R190, R190, UR4, -R0",217,3,8192,,,,,,,,,
786,00007ef1 797e6510,"      MUFU.EX2 R112, R116",218,1,8192,,,,,,,,,
787,00007ef1 797e6520,"      FFMA.FTZ R191, R191, UR4, -R0",217,0,8192,,,,,,,,,
788,00007ef1 797e6530,"      FFMA.FTZ R178, R178, UR4, -R0",217,1,8192,,,,,,,,,
789,00007ef1 797e6540,"      FFMA.FTZ R179, R179, UR4, -R0",217,1,8192,,,,,,,,,
790,00007ef1 797e6550,"      FFMA.FTZ R216, R216, UR4, -R92",217,5,8192,,,,,,,,,
791,00007ef1 797e6560,"      FFMA.FTZ R217, R217, UR4, -R92",217,0,8192,,,,,,,,,
792,00007ef1 797e6570,"      FFMA.FTZ R212, R212, UR4, -R92",217,2,8192,,,,,,,,,
793,00007ef1 797e6580,"      HMMA.16816.F32 R44, R4, R14, RZ",221,21,8192,,,,,,,,,
794,00007ef1 797e6590,"      MUFU.EX2 R180, R109",218,2,8192,,,,,,,,,
795,00007ef1 797e65a0,"      F2FP.F16.F32.PACK_AB R11, R156, R95",218,1,8192,,,,,,,,,
796,00007ef1 797e65b0,"      FFMA.FTZ R213, R213, UR4, -R92",218,1,8192,,,,,,,,,
797,00007ef1 797e65c0,"      FFMA.FTZ R218, R218, UR4, -R0",218,0,8192,,,,,,,,,
798,00007ef1 797e65d0,"      FFMA.FTZ R219, R219, UR4, -R0",218,2,8192,,,,,,,,,
799,00007ef1 797e65e0,"      FFMA.FTZ R214, R214, UR4, -R0",218,1,8192,,,,,,,,,
800,00007ef1 797e65f0,"      FFMA.FTZ R215, R215, UR4, -R0",218,2,8192,,,,,,,,,
801,00007ef1 797e6600,"      FFMA.FTZ R204, R204, UR4, -R94",218,2,8192,,,,,,,,,
802,00007ef1 797e6610,"      MUFU.EX2 R235, R113",219,2,8192,,,,,,,,,
803,00007ef1 797e6620,"      HMMA.16816.F32 R148, R8, R20, R68",222,6,8192,,,,,,,,,
804,00007ef1 797e6630,"      FFMA.FTZ R205, R205, UR4, -R94",218,2,8192,,,,,,,,,
805,00007ef1 797e6640,"      FFMA.FTZ R206, R206, UR4, -R93",218,2,8192,,,,,,,,,
806,00007ef1 797e6650,"      FFMA.FTZ R207, R207, UR4, -R93",218,5,8192,,,,,,,,,
807,00007ef1 797e6660,"      FFMA.FTZ R184, R184, UR4, -R94",218,1,8192,,,,,,,,,
808,00007ef1 797e6670,"      FFMA.FTZ R185, R185, UR4, -R94",218,3,8192,,,,,,,,,
809,00007ef1 797e6680,"      F2FP.F16.F32.PACK_AB R4, R180, R181",219,7,8192,,,,,,,,,
810,00007ef1 797e6690,"      MUFU.EX2 R116, R110",220,3,8192,,,,,,,,,
811,00007ef1 797e66a0,"      HMMA.16816.F32 R96, R8, R24, R72",223,18,8192,,,,,,,,,
812,00007ef1 797e66b0,"      MOV R70, R156",220,1,8192,,,,,,,,,
813,00007ef1 797e66c0,"      FFMA.FTZ R186, R186, UR4, -R93",219,1,8192,,,,,,,,,
814,00007ef1 797e66d0,"      FFMA.FTZ R187, R187, UR4, -R93",219,4,8192,,,,,,,,,
815,00007ef1 797e66e0,"      FFMA.FTZ R220, R220, UR4, -R92",219,1,8192,,,,,,,,,
816,00007ef1 797e66f0,"      FFMA.FTZ R221, R221, UR4, -R92",219,1,8192,,,,,,,,,
817,00007ef1 797e6700,"      HMMA.16816.F32 R84, R8, R18, R52",223,8,8192,,,,,,,,,
818,00007ef1 797e6710,"      MUFU.EX2 R2, R111",220,1,8192,,,,,,,,,
819,00007ef1 797e6720,"      FFMA.FTZ R248, R248, UR4, -R92",219,0,8192,,,,,,,,,
820,00007ef1 797e6730,"      FFMA.FTZ R249, R249, UR4, -R92",219,3,8192,,,,,,,,,
821,00007ef1 797e6740,"      FFMA.FTZ R222, R222, UR4, -R0",219,1,8192,,,,,,,,,
822,00007ef1 797e6750,"      FFMA.FTZ R223, R223, UR4, -R0",219,2,8192,,,,,,,,,
823,00007ef1 797e6760,"      HMMA.16816.F32 R72, R8, R34, R44",223,2,8192,,,,,,,,,
824,00007ef1 797e6770,"      FFMA.FTZ R250, R250, UR4, -R0",219,3,8192,,,,,,,,,
825,00007ef1 797e6780,"      MOV R110, R157",220,6,8192,,,,,,,,,
826,00007ef1 797e6790,"      MUFU.EX2 R196, R114",220,2,8192,,,,,,,,,
827,00007ef1 797e67a0,"      FFMA.FTZ R251, R251, UR4, -R0",219,3,8192,,,,,,,,,
828,00007ef1 797e67b0,"      FFMA.FTZ R246, R246, UR4, -R0",219,0,8192,,,,,,,,,
829,00007ef1 797e67c0,"      HMMA.16816.F32 R164, R8, R16, R64",223,1,8192,,,,,,,,,
830,00007ef1 797e67d0,"      FFMA.FTZ R247, R247, UR4, -R0",219,3,8192,,,,,,,,,
831,00007ef1 797e67e0,"      FFMA.FTZ R238, R238, UR4, -R0",219,0,8192,,,,,,,,,
832,00007ef1 797e67f0,"      FFMA.FTZ R239, R239, UR4, -R0",219,1,8192,,,,,,,,,
833,00007ef1 797e6800,"      F2FP.F16.F32.PACK_AB R5, R2, R116",219,8,8192,,,,,,,,,
834,00007ef1 797e6810,"      MUFU.EX2 R197, R115",220,5,8192,,,,,,,,,
835,00007ef1 797e6820,"      HMMA.16816.F32 R144, R8, R26, R60",223,11,8192,,,,,,,,,
836,00007ef1 797e6830,"      FFMA.FTZ R244, R244, UR4, -R92",219,2,8192,,,,,,,,,
837,00007ef1 797e6840,"      FFMA.FTZ R245, R245, UR4, -R92",219,4,8192,,,,,,,,,
838,00007ef1 797e6850,"      FFMA.FTZ R236, R236, UR4, -R92",219,2,8192,,,,,,,,,
839,00007ef1 797e6860,"      FFMA.FTZ R192, R192, UR4, -R94",219,1,8192,,,,,,,,,
840,00007ef1 797e6870,"      FFMA.FTZ R193, R193, UR4, -R94",219,1,8192,,,,,,,,,
841,00007ef1 797e6880,"      IMAD.MOV.U32 R114, RZ, RZ, R158",220,3,8192,,,,,,,,,
842,00007ef1 797e6890,"      MUFU.EX2 R88, R117",220,1,8192,,,,,,,,,
843,00007ef1 797e68a0,"      FFMA.FTZ R120, R120, UR4, -R94",219,2,8192,,,,,,,,,
844,00007ef1 797e68b0,"      FFMA.FTZ R194, R194, UR4, -R93",219,2,8192,,,,,,,,,
845,00007ef1 797e68c0,"      FFMA.FTZ R195, R195, UR4, -R93",219,2,8192,,,,,,,,,
846,00007ef1 797e68d0,"      FFMA.FTZ R122, R122, UR4, -R93",219,0,8192,,,,,,,,,
847,00007ef1 797e68e0,"      FFMA.FTZ R92, R237, UR4, -R92",219,5,8192,,,,,,,,,
848,00007ef1 797e68f0,"      FFMA.FTZ R94, R121, UR4, -R94",218,5,8192,,,,,,,,,
849,00007ef1 797e6900,"      F2FP.F16.F32.PACK_AB R7, R197, R196",218,2,8192,,,,,,,,,
850,00007ef1 797e6910,"      MUFU.EX2 R109, R104",219,3,8192,,,,,,,,,
851,00007ef1 797e6920,"      MOV R115, R159",219,1,8192,,,,,,,,,
852,00007ef1 797e6930,"      FFMA.FTZ R93, R123, UR4, -R93",218,1,8192,,,,,,,,,
853,00007ef1 797e6940,"      HMMA.16816.F32 R156, R8, R22, R56",221,6,8192,,,,,,,,,
854,00007ef1 797e6950,"      MOV R117, R89",218,1,8192,,,,,,,,,
855,00007ef1 797e6960,"      MUFU.EX2 R240, R118",218,9,8192,,,,,,,,,
856,00007ef1 797e6970,"      MOV R71, R88",218,3,8192,,,,,,,,,
857,00007ef1 797e6980,"      F2FP.F16.F32.PACK_AB R6, R235, R117",218,5,8192,,,,,,,,,
858,00007ef1 797e6990,"      HMMA.16816.F32 R88, R8, R32, R48",222,39,8192,,,,,,,,,
859,00007ef1 797e69a0,"      MOV R104, R112",215,2,8192,,,,,,,,,
860,00007ef1 797e69b0,"      MUFU.EX2 R241, R119",215,16,8192,,,,,,,,,
861,00007ef1 797e69c0,"      HMMA.16816.F32 R52, R4, R40, RZ",218,17,8192,,,,,,,,,
862,00007ef1 797e69d0,"      HMMA.16816.F32 R48, R4, R36, RZ",220,23,8192,,,,,,,,,
863,00007ef1 797e69e0,"      MUFU.EX2 R112, R105",219,4,8192,,,,,,,,,
864,00007ef1 797e69f0,"      HMMA.16816.F32 R44, R4, R28, RZ",222,22,8192,,,,,,,,,
865,00007ef1 797e6a00,"      MUFU.EX2 R64, R106",221,5,8192,,,,,,,,,
866,00007ef1 797e6a10,"      HMMA.16816.F32 R40, R4, R42, RZ",222,12,8192,,,,,,,,,
867,00007ef1 797e6a20,"      MUFU.EX2 R113, R107",223,14,8192,,,,,,,,,
868,00007ef1 797e6a30,"      HMMA.16816.F32 R8, R4, R12, RZ",226,3,8192,,,,,,,,,
869,00007ef1 797e6a40,"      HMMA.16816.F32 R28, R4, R30, RZ",226,27,8192,,,,,,,,,
870,00007ef1 797e6a50,"      MOV R106, R110",227,0,8192,,,,,,,,,
871,00007ef1 797e6a60,"      MUFU.EX2 R105, R76",227,0,8192,,,,,,,,,
872,00007ef1 797e6a70,"      HMMA.16816.F32 R12, R4, R14, RZ",228,12,8192,,,,,,,,,
873,00007ef1 797e6a80,"      MUFU.EX2 R110, R100",229,8,8192,,,,,,,,,
874,00007ef1 797e6a90,"      HMMA.16816.F32 R36, R4, R38, RZ",230,8,8192,,,,,,,,,
875,00007ef1 797e6aa0,"      MUFU.EX2 R100, R126",227,11,8192,,,,,,,,,
876,00007ef1 797e6ab0,"      F2FP.F16.F32.PACK_AB R4, R71, R104",227,0,8192,,,,,,,,,
877,00007ef1 797e6ac0,"      F2FP.F16.F32.PACK_AB R5, R241, R240",228,15,8192,,,,,,,,,
878,00007ef1 797e6ad0,"      F2FP.F16.F32.PACK_AB R6, R112, R109",229,4,8192,,,,,,,,,
879,00007ef1 797e6ae0,"      F2FP.F16.F32.PACK_AB R7, R113, R64",230,8,8192,,,,,,,,,
880,00007ef1 797e6af0,"      MUFU.EX2 R107, R77",231,2,8192,,,,,,,,,
881,00007ef1 797e6b00,"      HMMA.16816.F32 R56, R4, R20, R48",234,24,8192,,,,,,,,,
882,00007ef1 797e6b10,"      MUFU.EX2 R118, R81",229,6,8192,,,,,,,,,
883,00007ef1 797e6b20,"      HMMA.16816.F32 R60, R4, R24, R52",232,38,8192,,,,,,,,,
884,00007ef1 797e6b30,"      MOV R50, R70",227,0,8192,,,,,,,,,
885,00007ef1 797e6b40,"      IMAD.MOV.U32 R48, RZ, RZ, R109",227,0,8192,,,,,,,,,
886,00007ef1 797e6b50,"      MOV R49, R71",227,2,8192,,,,,,,,,
887,00007ef1 797e6b60,"      MUFU.EX2 R109, R79",227,3,8192,,,,,,,,,
888,00007ef1 797e6b70,"      MOV R51, R64",227,3,8192,,,,,,,,,
889,00007ef1 797e6b80,"      HMMA.16816.F32 R40, R4, R26, R40",226,3,8192,,,,,,,,,
890,00007ef1 797e6b90,"      HMMA.16816.F32 R68, R4, R32, R8",228,22,8192,,,,,,,,,
891,00007ef1 797e6ba0,"      LDSM.16.MT88.4 R8, [R225+0x9000]",226,1,8192,Shared,Load,128,0,,,,,
892,00007ef1 797e6bb0,"      MUFU.EX2 R33, R80",227,5,8192,,,,,,,,,
893,00007ef1 797e6bc0,"      HMMA.16816.F32 R24, R4, R18, R28",230,6,8192,,,,,,,,,
894,00007ef1 797e6bd0,"      MUFU.EX2 R126, R83",225,11,8192,,,,,,,,,
895,00007ef1 797e6be0,"      HMMA.16816.F32 R28, R4, R34, R12",228,11,8192,,,,,,,,,
896,00007ef1 797e6bf0,"      LDSM.16.MT88.4 R12, [R224+0x9000]",226,1,8192,Shared,Load,128,0,,,,,
897,00007ef1 797e6c00,"      HMMA.16816.F32 R64, R4, R16, R44",230,10,8192,,,,,,,,,
898,00007ef1 797e6c10,"      LDSM.16.MT88.4 R16, [R226+0x9000]",228,1,8192,Shared,Load,128,0,,,,,
899,00007ef1 797e6c20,"      MUFU.EX2 R45, R125",229,2,8192,,,,,,,,,
900,00007ef1 797e6c30,"      HMMA.16816.F32 R36, R4, R22, R36",228,7,8192,,,,,,,,,
901,00007ef1 797e6c40,"      LDSM.16.MT88.4 R20, [R203+0x9000]",226,0,8192,Shared,Load,128,0,,,,,
902,00007ef1 797e6c50,"      MOV R47, R227",227,1,8192,,,,,,,,,
903,00007ef1 797e6c60,"      MUFU.EX2 R44, R78",227,4,8192,,,,,,,,,
904,00007ef1 797e6c70,"      F2FP.F16.F32.PACK_AB R4, R107, R105",227,23,8192,,,,,,,,,
905,00007ef1 797e6c80,"      F2FP.F16.F32.PACK_AB R6, R118, R33",228,2,8192,,,,,,,,,
906,00007ef1 797e6c90,"      MUFU.EX2 R125, R82",229,10,8192,,,,,,,,,
907,00007ef1 797e6ca0,"      F2FP.F16.F32.PACK_AB R5, R109, R44",229,8,8192,,,,,,,,,
908,00007ef1 797e6cb0,"      MUFU.EX2 R227, R124",230,10,8192,,,,,,,,,
909,00007ef1 797e6cc0,"      F2FP.F16.F32.PACK_AB R7, R126, R125",230,6,8192,,,,,,,,,
910,00007ef1 797e6cd0,"      MUFU.EX2 R111, R101",231,12,8192,,,,,,,,,
911,00007ef1 797e6ce0,"      HMMA.16816.F32 R80, R4, R8, R88",234,21,8192,,,,,,,,,
912,00007ef1 797e6cf0,"      MUFU.EX2 R127, R127",230,13,8192,,,,,,,,,
913,00007ef1 797e6d00,"      HMMA.16816.F32 R76, R4, R14, R84",234,17,8192,,,,,,,,,
914,00007ef1 797e6d10,"      MOV R91, R45",231,0,8192,,,,,,,,,
915,00007ef1 797e6d20,"      IMAD.MOV.U32 R89, RZ, RZ, R106",231,2,8192,,,,,,,,,
916,00007ef1 797e6d30,"      MOV R88, R48",231,1,8192,,,,,,,,,
917,00007ef1 797e6d40,"      MUFU.EX2 R124, R102",231,5,8192,,,,,,,,,
918,00007ef1 797e6d50,"      MOV R101, R47",231,1,8192,,,,,,,,,
919,00007ef1 797e6d60,"      HMMA.16816.F32 R52, R4, R20, R96",234,10,8192,,,,,,,,,
920,00007ef1 797e6d70,"      MOV R84, R114",231,0,8192,,,,,,,,,
921,00007ef1 797e6d80,"      IMAD.MOV.U32 R86, RZ, RZ, R50",231,1,8192,,,,,,,,,
922,00007ef1 797e6d90,"      MOV R87, R49",231,1,8192,,,,,,,,,
923,00007ef1 797e6da0,"      MOV R85, R51",231,3,8192,,,,,,,,,
924,00007ef1 797e6db0,"      MUFU.EX2 R119, R103",231,0,8192,,,,,,,,,
925,00007ef1 797e6dc0,"      HMMA.16816.F32 R148, R4, R16, R148",230,2,8192,,,,,,,,,
926,00007ef1 797e6dd0,"      MOV R96, R44",231,1,8192,,,,,,,,,
927,00007ef1 797e6de0,"      MOV R90, R108",231,14,8192,,,,,,,,,
928,00007ef1 797e6df0,"      MOV R99, R104",231,2,8192,,,,,,,,,
929,00007ef1 797e6e00,"      HMMA.16816.F32 R164, R4, R12, R164",230,3,8192,,,,,,,,,
930,00007ef1 797e6e10,"      MUFU.EX2 R114, R168",231,3,8192,,,,,,,,,
931,00007ef1 797e6e20,"      MOV R102, R112",231,1,8192,,,,,,,,,
932,00007ef1 797e6e30,"      HMMA.16816.F32 R144, R4, R22, R144",230,10,8192,,,,,,,,,
933,00007ef1 797e6e40,"      MUFU.EX2 R112, R136",231,12,8192,,,,,,,,,
934,00007ef1 797e6e50,"      HMMA.16816.F32 R156, R4, R18, R156",230,6,8192,,,,,,,,,
935,00007ef1 797e6e60,"      MOV R168, R115",231,5,8192,,,,,,,,,
936,00007ef1 797e6e70,"      MUFU.EX2 R128, R128",230,6,8192,,,,,,,,,
937,00007ef1 797e6e80,"      HMMA.16816.F32 R72, R4, R10, R72",230,1,8192,,,,,,,,,
938,00007ef1 797e6e90,"      MOV R136, R113",227,2,8192,,,,,,,,,
939,00007ef1 797e6ea0,"      MUFU.EX2 R115, R169",227,13,8192,,,,,,,,,
940,00007ef1 797e6eb0,"      F2FP.F16.F32.PACK_AB R4, R91, R227",227,2,8192,,,,,,,,,
941,00007ef1 797e6ec0,"      F2FP.F16.F32.PACK_AB R5, R127, R100",228,4,8192,,,,,,,,,
942,00007ef1 797e6ed0,"      F2FP.F16.F32.PACK_AB R6, R111, R110",229,1,8192,,,,,,,,,
943,00007ef1 797e6ee0,"      F2FP.F16.F32.PACK_AB R7, R119, R124",230,3,8192,,,,,,,,,
944,00007ef1 797e6ef0,"      MUFU.EX2 R113, R137",231,2,8192,,,,,,,,,
945,00007ef1 797e6f00,"      HMMA.16816.F32 R48, R4, R22, R40",234,16,8192,,,,,,,,,
946,00007ef1 797e6f10,"      MOV R169, R117",229,0,8192,,,,,,,,,
947,00007ef1 797e6f20,"      MUFU.EX2 R129, R129",228,3,8192,,,,,,,,,
948,00007ef1 797e6f30,"      HMMA.16816.F32 R40, R4, R18, R36",232,7,8192,,,,,,,,,
949,00007ef1 797e6f40,"      MOV R137, R110",227,5,8192,,,,,,,,,
950,00007ef1 797e6f50,"      MUFU.EX2 R117, R160",227,11,8192,,,,,,,,,
951,00007ef1 797e6f60,"      HMMA.16816.F32 R24, R4, R14, R24",226,9,8192,,,,,,,,,
952,00007ef1 797e6f70,"      HMMA.16816.F32 R60, R4, R20, R60",224,14,8192,,,,,,,,,
953,00007ef1 797e6f80,"      LDSM.16.MT88.4 R20, [R203+0x9800]",226,1,8192,Shared,Load,128,0,,,,,
954,00007ef1 797e6f90,"      MUFU.EX2 R110, R138",227,0,8192,,,,,,,,,
955,00007ef1 797e6fa0,"      HMMA.16816.F32 R44, R4, R16, R56",230,11,8192,,,,,,,,,
956,00007ef1 797e6fb0,"      MOV R160, R118",225,1,8192,,,,,,,,,
957,00007ef1 797e6fc0,"      LDSM.16.MT88.4 R16, [R226+0x9800]",228,3,8192,Shared,Load,128,0,,,,,
958,00007ef1 797e6fd0,"      MUFU.EX2 R118, R161",229,3,8192,,,,,,,,,
959,00007ef1 797e6fe0,"      HMMA.16816.F32 R36, R4, R8, R68",232,3,8192,,,,,,,,,
960,00007ef1 797e6ff0,"      MOV R138, R109",227,4,8192,,,,,,,,,
961,00007ef1 797e7000,"      HMMA.16816.F32 R28, R4, R10, R28",226,14,8192,,,,,,,,,
962,00007ef1 797e7010,"      LDSM.16.MT88.4 R8, [R225+0x9800]",228,1,8192,Shared,Load,128,0,,,,,
963,00007ef1 797e7020,"      MUFU.EX2 R130, R130",228,7,8192,,,,,,,,,
964,00007ef1 797e7030,"      MOV R161, R111",229,6,8192,,,,,,,,,
965,00007ef1 797e7040,"      MUFU.EX2 R111, R170",229,9,8192,,,,,,,,,
966,00007ef1 797e7050,"      MUFU.EX2 R131, R131",228,11,8192,,,,,,,,,
967,00007ef1 797e7060,"      IMAD.MOV.U32 R170, RZ, RZ, R33",229,5,8192,,,,,,,,,
968,00007ef1 797e7070,"      MUFU.EX2 R109, R139",229,10,8192,,,,,,,,,
969,00007ef1 797e7080,"      HMMA.16816.F32 R32, R4, R12, R64",232,2,8192,,,,,,,,,
970,00007ef1 797e7090,"      LDSM.16.MT88.4 R12, [R224+0x9800]",226,1,8192,Shared,Load,128,0,,,,,
971,00007ef1 797e70a0,"      MUFU.EX2 R108, R162",227,13,8192,,,,,,,,,
972,00007ef1 797e70b0,"      F2FP.F16.F32.PACK_AB R4, R129, R128",227,0,8192,,,,,,,,,
973,00007ef1 797e70c0,"      F2FP.F16.F32.PACK_AB R5, R131, R130",228,1,8192,,,,,,,,,
974,00007ef1 797e70d0,"      F2FP.F16.F32.PACK_AB R6, R113, R112",229,3,8192,,,,,,,,,
975,00007ef1 797e70e0,"      MOV R139, R107",230,4,8192,,,,,,,,,
976,00007ef1 797e70f0,"      MUFU.EX2 R106, R163",230,2,8192,,,,,,,,,
977,00007ef1 797e7100,"      F2FP.F16.F32.PACK_AB R7, R109, R110",230,14,8192,,,,,,,,,
978,00007ef1 797e7110,"      MOV R162, R105",231,2,8192,,,,,,,,,
979,00007ef1 797e7120,"      MUFU.EX2 R107, R171",231,6,8192,,,,,,,,,
980,00007ef1 797e7130,"      HMMA.16816.F32 R52, R4, R20, R52",230,26,8192,,,,,,,,,
981,00007ef1 797e7140,"      HMMA.16816.F32 R144, R4, R22, R144",230,10,8192,,,,,,,,,
982,00007ef1 797e7150,"      MUFU.EX2 R97, R152",231,3,8192,,,,,,,,,
983,00007ef1 797e7160,"      MOV R163, R182",231,0,8192,,,,,,,,,
984,00007ef1 797e7170,"      HMMA.16816.F32 R148, R4, R16, R148",230,10,8192,,,,,,,,,
985,00007ef1 797e7180,"      MOV R171, R102",231,3,8192,,,,,,,,,
986,00007ef1 797e7190,"      MUFU.EX2 R103, R189",231,6,8192,,,,,,,,,
987,00007ef1 797e71a0,"      HMMA.16816.F32 R56, R4, R14, R76",234,12,8192,,,,,,,,,
988,00007ef1 797e71b0,"      MOV R152, R99",231,2,8192,,,,,,,,,
989,00007ef1 797e71c0,"      MUFU.EX2 R105, R177",231,6,8192,,,,,,,,,
990,00007ef1 797e71d0,"      HMMA.16816.F32 R156, R4, R18, R156",230,4,8192,,,,,,,,,
991,00007ef1 797e71e0,"      HMMA.16816.F32 R164, R4, R12, R164",230,5,8192,,,,,,,,,
992,00007ef1 797e71f0,"      MUFU.EX2 R99, R153",231,4,8192,,,,,,,,,
993,00007ef1 797e7200,"      HMMA.16816.F32 R76, R4, R8, R80",234,12,8192,,,,,,,,,
994,00007ef1 797e7210,"      MUFU.EX2 R102, R188",231,13,8192,,,,,,,,,
995,00007ef1 797e7220,"      HMMA.16816.F32 R64, R4, R10, R72",234,5,8192,,,,,,,,,
996,00007ef1 797e7230,"      MOV R153, R100",227,4,8192,,,,,,,,,
997,00007ef1 797e7240,"      MUFU.EX2 R98, R190",227,8,8192,,,,,,,,,
998,00007ef1 797e7250,"      F2FP.F16.F32.PACK_AB R4, R115, R114",227,6,8192,,,,,,,,,
999,00007ef1 797e7260,"      F2FP.F16.F32.PACK_AB R5, R107, R111",228,1,8192,,,,,,,,,
1000,00007ef1 797e7270,"      F2FP.F16.F32.PACK_AB R6, R118, R117",229,0,8192,,,,,,,,,
1001,00007ef1 797e7280,"      F2FP.F16.F32.PACK_AB R7, R106, R108",230,4,8192,,,,,,,,,
1002,00007ef1 797e7290,"      MUFU.EX2 R100, R140",231,2,8192,,,,,,,,,
1003,00007ef1 797e72a0,"      HMMA.16816.F32 R72, R4, R20, R60",234,12,8192,,,,,,,,,
1004,00007ef1 797e72b0,"      MUFU.EX2 R104, R176",229,6,8192,,,,,,,,,
1005,00007ef1 797e72c0,"      HMMA.16816.F32 R68, R4, R22, R48",232,6,8192,,,,,,,,,
1006,00007ef1 797e72d0,"      LDSM.16.MT88.4 R20, [R203+0xa000]",230,1,8192,Shared,Load,128,0,,,,,
1007,00007ef1 797e72e0,"      MOV R140, R162",231,0,8192,,,,,,,,,
1008,00007ef1 797e72f0,"      IMAD.MOV.U32 R162, RZ, RZ, R171",231,0,8192,,,,,,,,,
1009,00007ef1 797e7300,"      MOV R171, R139",231,4,8192,,,,,,,,,
1010,00007ef1 797e7310,"      HMMA.16816.F32 R60, R4, R16, R44",234,27,8192,,,,,,,,,
1011,00007ef1 797e7320,"      MOV R139, R138",229,2,8192,,,,,,,,,
1012,00007ef1 797e7330,"      MUFU.EX2 R208, R208",228,2,8192,,,,,,,,,
1013,00007ef1 797e7340,"      MOV R138, R137",229,1,8192,,,,,,,,,
1014,00007ef1 797e7350,"      MOV R137, R136",229,4,8192,,,,,,,,,
1015,00007ef1 797e7360,"      HMMA.16816.F32 R40, R4, R18, R40",228,1,8192,,,,,,,,,
1016,00007ef1 797e7370,"      MOV R136, R170",227,2,8192,,,,,,,,,
1017,00007ef1 797e7380,"      LDSM.16.MT88.4 R16, [R226+0xa000]",230,1,8192,Shared,Load,128,0,,,,,
1018,00007ef1 797e7390,"      MOV R170, R161",231,0,8192,,,,,,,,,
1019,00007ef1 797e73a0,"      IMAD.MOV.U32 R161, RZ, RZ, R160",231,3,8192,,,,,,,,,
1020,00007ef1 797e73b0,"      MOV R160, R169",231,0,8192,,,,,,,,,
1021,00007ef1 797e73c0,"      HMMA.16816.F32 R32, R4, R12, R32",230,0,8192,,,,,,,,,
1022,00007ef1 797e73d0,"      MOV R169, R168",229,1,8192,,,,,,,,,
1023,00007ef1 797e73e0,"      IMAD.MOV.U32 R176, RZ, RZ, R138",229,0,8192,,,,,,,,,
1024,00007ef1 797e73f0,"      MOV R168, R84",229,1,8192,,,,,,,,,
1025,00007ef1 797e7400,"      IMAD.MOV.U32 R138, RZ, RZ, R134",229,3,8192,,,,,,,,,
